id,Tipo,Nombre,Ubicacion,Descripcion,Costo,MinimoPeriodo
5013,Vivienda,495,Oneill,Flatley, Berge and Weimann,995.91,30
5014,HabitacionHostal,741,Mockingbird,Paucek-Klocko,434.94,180
5015,HabitacionUniversitaria,356,Bultman,Daniel, D'Amore and Nader,141.86,60
5016,HabitacionHostal,490,1st,Fadel-Becker,547.41,60
5017,HabitacionHotel,194,Corben,Koss Inc,193.92,60
5018,Apartamento,728,Twin Pines,Pfeffer-Kerluke,544.13,30
5019,HabitacionUniversitaria,986,Manitowish,Schinner-Durgan,93.88,180
5020,Vivienda,183,Forest,Jakubowski Group,305.99,60
5021,HabitacionHostal,118,Mandrake,Rau-Johnston,818.2,1
5022,HabitacionHotel,796,Armistice,Mosciski Group,971.81,60
5023,HabitacionUniversitaria,610,Doe Crossing,Friesen, Eichmann and Okuneva,3.39,60
5024,Vivienda,500,Fremont,Bauch, MacGyver and Hessel,926.92,60
5025,HabitacionVivienda,909,Acker,Kertzmann-Ortiz,375.99,30
5026,HabitacionHostal,960,Dottie,Kovacek, Rippin and Graham,233.76,30
5027,HabitacionVivienda,997,Eggendart,Littel and Sons,129.23,30
5028,HabitacionHotel,408,Hallows,Lind-Connelly,678.64,30
5029,HabitacionVivienda,953,Lillian,Bergnaum-Schinner,568.7,1
5030,HabitacionVivienda,474,Vahlen,Hayes-Stracke,777.58,30
5031,Vivienda,125,Bluejay,Erdman, Stiedemann and Lynch,680.51,30
5032,HabitacionUniversitaria,448,Manufacturers,McClure, Grant and Renner,103.72,180
5033,HabitacionVivienda,271,Eagle Crest,Cartwright, Dickinson and Pfannerstill,380.01,30
5034,HabitacionHotel,92,Dahle,Macejkovic-Schowalter,638.32,180
5035,HabitacionHostal,344,3rd,Sipes and Sons,458.23,180
5036,HabitacionUniversitaria,893,Ridgeway,Gerlach, Legros and Wehner,604.11,1
5037,HabitacionVivienda,706,Rusk,Reichel-Considine,484.12,60
5038,HabitacionUniversitaria,173,Bunker Hill,Jakubowski, Treutel and Crooks,155.42,180
5039,HabitacionHotel,450,Mosinee,Rowe, Roob and Parker,34.36,30
5040,HabitacionUniversitaria,739,Mccormick,Pouros-Hirthe,356.46,30
5041,HabitacionHostal,547,Namekagon,Hilll-Jenkins,427.01,30
5042,Vivienda,97,5th,Hahn, Connelly and Gerlach,279.81,60
5043,HabitacionHostal,134,Vera,Schneider, Bradtke and McCullough,485.84,60
5044,HabitacionVivienda,908,Dexter,Hilpert-Hand,647.93,30
5045,Apartamento,12,Carpenter,Rowe-Hills,375.04,1
5046,Apartamento,196,Reindahl,Bailey, Johnston and Bechtelar,879.93,30
5047,Apartamento,573,Milwaukee,Bogisich-Dach,549.16,30
5048,HabitacionUniversitaria,971,Heath,Hodkiewicz Group,410.92,60
5049,Vivienda,642,Park Meadow,Luettgen-Watsica,273.7,30
5050,Apartamento,267,Raven,Casper Group,270.12,1
5051,HabitacionHotel,659,3rd,Kreiger Inc,188.68,1
5052,Vivienda,201,Barby,Lind Inc,23.39,60
5053,HabitacionHostal,697,Beilfuss,Gutkowski, Nolan and Gislason,343.3,30
5054,HabitacionHostal,825,Ryan,Boyle, Monahan and Ullrich,42.26,60
5055,Vivienda,665,Oriole,Collins and Sons,584.84,60
5056,Vivienda,251,Westridge,Schmidt Group,585.27,180
5057,Apartamento,893,Goodland,O'Conner, Schuppe and Daugherty,739.04,180
5058,HabitacionVivienda,125,Colorado,Renner-Schultz,793.43,60
5059,HabitacionHostal,366,Toban,Olson-Hane,777.13,1
5060,Apartamento,50,Burning Wood,Corkery and Sons,632.56,30
5061,HabitacionHostal,410,Cody,Cremin-Hagenes,124.94,180
5062,HabitacionHotel,171,Oriole,Murray-Padberg,112.81,1
5063,HabitacionHostal,85,Ilene,Turcotte, Kshlerin and Wolf,398.55,180
5064,Vivienda,191,Duke,Stracke-Mante,59.23,1
5065,HabitacionUniversitaria,776,Banding,Schaefer-Borer,483.94,180
5066,Apartamento,831,Thackeray,Thiel, Barton and Wisozk,649.14,30
5067,HabitacionVivienda,427,Katie,Cassin-Feeney,616.62,30
5068,HabitacionHotel,700,Forster,Hodkiewicz and Sons,635.93,1
5069,Apartamento,728,Bartillon,Considine, Altenwerth and Treutel,767.75,30
5070,HabitacionHostal,228,Briar Crest,Bosco, Batz and Kutch,310.59,60
5071,HabitacionHotel,800,Eagan,Casper-Fay,732.86,60
5072,HabitacionVivienda,465,Heffernan,Eichmann, Murray and Marks,577.58,1
5073,HabitacionUniversitaria,732,Daystar,Russel-Bayer,203.4,30
5074,HabitacionHotel,109,Main,Herman Inc,378.98,60
5075,Apartamento,149,Lawn,Spinka-Goodwin,490.04,180
5076,Apartamento,760,John Wall,Lowe LLC,592.0,1
5077,HabitacionHotel,738,Montana,VonRueden, Grady and Flatley,542.27,1
5078,HabitacionHostal,67,Armistice,Zieme-Armstrong,613.19,30
5079,HabitacionHotel,7,Annamark,Moen, Kerluke and Mohr,869.87,60
5080,HabitacionHostal,149,Becker,Hand Group,295.74,180
5081,Vivienda,157,Brickson Park,O'Keefe and Sons,942.48,30
5082,Apartamento,935,Monica,White-Rippin,555.95,30
5083,HabitacionUniversitaria,421,Westridge,Bartoletti, Davis and Tremblay,510.97,180
5084,HabitacionUniversitaria,467,Texas,Ernser-Kulas,110.85,1
5085,HabitacionHotel,333,Caliangt,Hegmann-Franecki,985.38,60
5086,HabitacionVivienda,403,Shoshone,Herman-Walter,35.06,1
5087,HabitacionUniversitaria,289,Pankratz,Keeling, Becker and Boehm,284.8,30
5088,HabitacionVivienda,984,West,Nolan, Marks and Abbott,200.79,30
5089,HabitacionHotel,516,Delladonna,Halvorson-Grant,123.04,1
5090,HabitacionUniversitaria,872,Esch,Terry, Rohan and Runolfsdottir,89.99,30
5091,HabitacionHostal,113,South,Konopelski, Bosco and Walsh,433.52,60
5092,Vivienda,867,Hallows,Kovacek-Carter,676.34,60
5093,HabitacionHotel,758,Sugar,Schamberger, Hilll and Ebert,529.71,180
5094,HabitacionHotel,496,Oak,Vandervort, Bosco and Konopelski,505.67,60
5095,HabitacionUniversitaria,552,Talmadge,Little, Ratke and Hagenes,659.69,60
5096,HabitacionVivienda,652,Eastwood,Kerluke, Kilback and O'Keefe,929.58,60
5097,HabitacionHostal,458,Roth,Bogisich-Mann,962.02,60
5098,HabitacionHostal,270,Iowa,Treutel Inc,839.03,1
5099,HabitacionHotel,390,Harbort,Bergstrom, Wuckert and Ruecker,840.3,60
5100,HabitacionVivienda,923,Petterle,Macejkovic Group,218.89,1
5101,HabitacionHostal,664,Weeping Birch,Klein-Tromp,90.26,1
5102,HabitacionHostal,646,Little Fleur,Dare-Wisozk,213.2,60
5103,Vivienda,457,Shopko,Welch Group,567.63,1
5104,Apartamento,335,Ilene,Hackett, Gulgowski and McGlynn,883.33,180
5105,HabitacionHostal,897,Fisk,Rodriguez Inc,789.52,60
5106,HabitacionVivienda,110,Bowman,Bashirian and Sons,799.44,60
5107,HabitacionUniversitaria,586,Crowley,Steuber LLC,272.04,60
5108,HabitacionUniversitaria,433,Eliot,Lebsack-Ziemann,448.96,30
5109,HabitacionHotel,170,Stang,Kub-Schuppe,321.25,1
5110,HabitacionVivienda,830,Northland,Ziemann-Wyman,389.23,30
5111,HabitacionHostal,871,Dwight,Murazik, Kub and Hettinger,113.23,30
5112,Vivienda,522,Westend,Feest Inc,167.62,60
5113,HabitacionHostal,700,Sherman,Mosciski-Macejkovic,590.6,30
5114,Apartamento,96,Garrison,Senger, Fahey and Raynor,80.9,180
5115,Vivienda,177,Vahlen,Huels Group,263.13,30
5116,HabitacionHostal,224,Farwell,Jacobson-Bahringer,568.64,60
5117,HabitacionVivienda,955,Kinsman,McGlynn LLC,907.11,60
5118,HabitacionHostal,741,Lawn,Huels, Fay and Stokes,507.37,1
5119,HabitacionHostal,436,Lunder,Hane, Gutmann and Mills,139.84,60
5120,HabitacionVivienda,333,Mayer,Lesch-Glover,641.21,30
5121,HabitacionVivienda,651,Esker,Yundt, Larkin and Sauer,147.25,60
5122,HabitacionHostal,105,Goodland,Weber-Bergnaum,519.1,180
5123,HabitacionVivienda,786,Crest Line,McClure-Bartell,694.74,30
5124,Vivienda,167,Sullivan,Hyatt Group,65.96,1
5125,HabitacionHostal,979,Troy,King and Sons,377.02,1
5126,HabitacionVivienda,528,Almo,Gibson, Weissnat and West,668.8,60
5127,HabitacionHotel,779,Little Fleur,Crona and Sons,402.63,60
5128,Apartamento,245,Katie,Hermiston, Johns and Mitchell,108.35,180
5129,Vivienda,799,Doe Crossing,Denesik-Larkin,901.6,60
5130,HabitacionHostal,653,Lighthouse Bay,O'Reilly-Feeney,569.14,1
5131,HabitacionUniversitaria,598,Becker,Davis-Legros,709.13,30
5132,Vivienda,81,Waxwing,Wiza-Roob,228.31,60
5133,HabitacionHostal,679,Mockingbird,Ankunding-Gislason,83.7,30
5134,Apartamento,432,Acker,Cummerata Group,20.23,1
5135,HabitacionHotel,650,Elgar,Jacobs-Nicolas,420.13,1
5136,Vivienda,707,Russell,Borer, Weissnat and Ullrich,547.58,60
5137,HabitacionVivienda,802,Becker,Heidenreich, Blanda and Bode,863.8,180
5138,Vivienda,191,Donald,Harvey-Schiller,725.3,180
5139,HabitacionUniversitaria,346,Oriole,Dibbert-Crooks,564.74,1
5140,Vivienda,376,Corscot,Hudson, VonRueden and Leffler,818.83,1
5141,Apartamento,952,Forest Run,Ernser LLC,998.53,60
5142,Vivienda,533,Granby,Trantow Inc,139.74,30
5143,HabitacionHostal,106,Caliangt,Batz-Leannon,380.25,60
5144,HabitacionVivienda,3,Graedel,Jaskolski, Ziemann and Turcotte,647.71,180
5145,HabitacionHostal,737,Sachtjen,Casper, Harber and Rodriguez,574.86,60
5146,Vivienda,165,3rd,Mayert, Von and Stoltenberg,473.32,60
5147,HabitacionUniversitaria,485,Hudson,Johns, Brakus and Hackett,223.67,30
5148,Vivienda,975,Gerald,Boyle-Luettgen,995.77,1
5149,HabitacionVivienda,482,Sundown,Fay, Rath and Roberts,228.1,30
5150,Vivienda,302,Mockingbird,Stanton-Schumm,890.16,60
5151,HabitacionVivienda,401,Sycamore,Feil, Wolf and Doyle,90.39,1
5152,Vivienda,890,Grim,Renner, Wisozk and Parisian,184.29,180
5153,HabitacionHotel,234,Bayside,Friesen-Mraz,41.84,30
5154,HabitacionVivienda,851,Evergreen,Braun LLC,617.5,1
5155,HabitacionHotel,106,Artisan,Hartmann-Tremblay,943.44,180
5156,HabitacionHostal,350,Sloan,Flatley, Huels and Ryan,498.63,30
5157,Apartamento,903,Aberg,Pfannerstill-Boehm,799.95,30
5158,Vivienda,628,Luster,Kuhlman, Kemmer and Green,272.25,180
5159,HabitacionHostal,393,Farmco,Dickinson LLC,693.57,60
5160,Apartamento,394,Nelson,Becker Group,449.16,30
5161,HabitacionUniversitaria,464,Prairie Rose,Volkman, Collins and Strosin,632.26,1
5162,Vivienda,534,Stuart,Berge Inc,164.91,1
5163,HabitacionUniversitaria,723,Delaware,Bosco-Wiegand,715.16,180
5164,HabitacionVivienda,850,Merrick,Runte, Schultz and Stark,679.33,30
5165,HabitacionHotel,376,Charing Cross,Feeney and Sons,447.58,180
5166,Apartamento,796,Independence,Doyle LLC,817.39,1
5167,Vivienda,627,Sutherland,Pacocha-Veum,496.72,180
5168,HabitacionHostal,410,Waxwing,Predovic and Sons,363.48,60
5169,Apartamento,609,Troy,Pacocha Group,208.29,1
5170,HabitacionUniversitaria,600,East,Satterfield, Wisoky and Kassulke,850.46,30
5171,Vivienda,899,Lakeland,Hills-Parisian,778.88,1
5172,Apartamento,87,Blaine,Pouros, Wolff and Mosciski,418.83,1
5173,HabitacionHotel,610,Gateway,Beier, Rosenbaum and Rohan,605.3,1
5174,Apartamento,194,Mcbride,Koss, Fahey and Rau,159.58,1
5175,Vivienda,760,Clove,Luettgen-Beier,658.99,30
5176,Apartamento,797,Tony,McDermott-Legros,982.37,60
5177,HabitacionHotel,944,Tennessee,Rempel LLC,279.3,1
5178,HabitacionHotel,481,Sauthoff,Ratke-Braun,483.58,1
5179,Apartamento,801,Pine View,Mosciski, Jacobs and Zulauf,319.07,180
5180,HabitacionUniversitaria,277,Erie,Upton, Hand and Conroy,537.17,60
5181,HabitacionHotel,58,Nelson,Von-Hagenes,585.56,30
5182,HabitacionHostal,587,Center,Abshire, Schaden and Konopelski,383.92,60
5183,HabitacionHostal,124,Magdeline,Hessel Inc,312.51,60
5184,HabitacionHotel,469,Continental,Auer and Sons,573.82,60
5185,HabitacionHostal,310,Glacier Hill,Miller-Reichel,211.59,180
5186,HabitacionHotel,979,Bashford,Hoppe Inc,984.64,30
5187,HabitacionHotel,866,Crownhardt,Bartell-Kuvalis,453.79,1
5188,HabitacionUniversitaria,79,Homewood,Satterfield, Blanda and Marvin,958.38,1
5189,Vivienda,252,Messerschmidt,Hahn-Mante,296.22,60
5190,HabitacionHotel,944,Anthes,Hagenes-Von,156.2,60
5191,HabitacionHostal,361,Crowley,Konopelski-Heaney,959.69,60
5192,HabitacionHotel,257,Corben,Rohan Group,146.49,30
5193,HabitacionUniversitaria,269,Dawn,Altenwerth, Wiegand and Johns,777.45,180
5194,HabitacionHotel,943,Rowland,Armstrong-Gottlieb,617.74,30
5195,HabitacionVivienda,210,Bultman,Batz Inc,391.85,30
5196,Vivienda,852,Miller,Berge Group,660.26,60
5197,HabitacionHotel,404,Graedel,Kozey-Russel,919.85,180
5198,HabitacionVivienda,644,Fuller,McLaughlin Inc,900.78,30
5199,HabitacionUniversitaria,640,Coolidge,Wilderman Inc,717.93,180
5200,HabitacionVivienda,413,Manufacturers,Goodwin-Kassulke,464.72,30
5201,Vivienda,931,Mccormick,Larson LLC,342.18,180
5202,HabitacionHotel,440,Westend,Streich Group,743.17,30
5203,HabitacionVivienda,624,Stoughton,Bogan-Prosacco,58.41,30
5204,HabitacionUniversitaria,965,Forest Run,Gerhold Inc,582.66,180
5205,HabitacionUniversitaria,406,Continental,Waters, Weber and Ryan,375.82,180
5206,HabitacionHotel,429,Nelson,Quigley-Sawayn,108.48,60
5207,HabitacionUniversitaria,627,Center,Von-Hoeger,563.46,30
5208,HabitacionHostal,2,Karstens,Ledner, Flatley and Bahringer,117.41,1
5209,HabitacionUniversitaria,285,Oriole,Roberts-Welch,751.56,60
5210,Apartamento,853,Hooker,Kshlerin-Russel,176.62,180
5211,Apartamento,883,North,Shields LLC,641.19,1
5212,HabitacionVivienda,922,Norway Maple,Rath Inc,470.7,60
5213,Apartamento,333,Lindbergh,Renner LLC,512.8,30
5214,Apartamento,426,Morning,Barton and Sons,3.07,180
5215,HabitacionHostal,825,Schurz,Funk-Stoltenberg,972.57,30
5216,Vivienda,262,Atwood,Walter Inc,172.2,60
5217,HabitacionVivienda,202,Vernon,Brekke, Lowe and Rolfson,872.06,1
5218,Vivienda,477,Norway Maple,Turner LLC,561.76,180
5219,Apartamento,705,Northfield,Weimann-D'Amore,123.44,30
5220,HabitacionHostal,909,Farmco,Bernier, Nikolaus and Aufderhar,274.74,1
5221,Vivienda,590,Springs,Langworth, Johnston and Hodkiewicz,833.98,30
5222,HabitacionHotel,997,Magdeline,Stoltenberg-Pacocha,276.01,180
5223,HabitacionVivienda,131,Colorado,Schroeder, Upton and Halvorson,288.07,180
5224,HabitacionHotel,205,Sullivan,Hoeger Inc,466.77,60
5225,HabitacionUniversitaria,69,Kropf,Schulist, Kirlin and Rolfson,867.86,180
5226,HabitacionVivienda,352,Northfield,O'Conner, Mills and Jacobson,382.7,180
5227,HabitacionVivienda,783,Clove,Lind Group,216.75,60
5228,Vivienda,143,Scott,Bogan, Casper and Kuhn,466.93,1
5229,HabitacionHostal,106,Trailsway,Donnelly, Hills and Lakin,261.28,30
5230,HabitacionHotel,133,Killdeer,Konopelski and Sons,978.35,30
5231,Apartamento,681,East,Schneider-Mohr,608.53,180
5232,HabitacionHotel,784,Maple Wood,Nitzsche, Swift and Lubowitz,552.66,1
5233,HabitacionVivienda,878,Blackbird,Rodriguez-Grady,840.3,30
5234,HabitacionHostal,21,Cherokee,Stoltenberg, Marquardt and Aufderhar,154.77,1
5235,HabitacionHostal,63,Helena,Mitchell and Sons,684.99,30
5236,HabitacionUniversitaria,768,Esch,Pfannerstill Group,25.3,1
5237,Vivienda,175,Merry,Casper-Bradtke,734.42,60
5238,HabitacionVivienda,313,Nobel,Botsford, Kuvalis and Mosciski,954.73,180
5239,Vivienda,769,Lakewood Gardens,Trantow, Lubowitz and Nader,986.9,1
5240,HabitacionHostal,261,Sommers,Moen, Parker and Littel,313.04,30
5241,HabitacionUniversitaria,823,Holy Cross,Hessel, Schroeder and Connelly,165.67,180
5242,Vivienda,299,Victoria,Weimann, Haley and Beier,538.55,60
5243,HabitacionHotel,283,Norway Maple,Hoeger LLC,642.56,1
5244,HabitacionVivienda,560,Roth,Hansen, Effertz and Jenkins,576.37,1
5245,HabitacionHostal,312,Di Loreto,Larkin, Reichel and Steuber,166.25,60
5246,HabitacionUniversitaria,893,Northfield,Boehm Group,116.78,1
5247,HabitacionHostal,474,Arkansas,Franecki, Kutch and Macejkovic,222.67,30
5248,Apartamento,360,Dovetail,Stanton, Gusikowski and Kohler,348.18,60
5249,HabitacionHostal,816,Autumn Leaf,Breitenberg-Crooks,406.63,30
5250,Vivienda,367,South,Padberg, Spinka and Goyette,560.38,1
5251,Apartamento,893,Forest,Langworth and Sons,876.33,180
5252,HabitacionHotel,823,Debs,Wolf, Lang and Considine,941.55,1
5253,HabitacionVivienda,835,Eagan,Deckow Inc,517.79,30
5254,Vivienda,303,Vermont,Herzog-Weissnat,653.8,60
5255,Vivienda,201,Artisan,Herman, Kihn and Shanahan,575.35,180
5256,HabitacionUniversitaria,989,Westport,Jones LLC,44.47,30
5257,HabitacionVivienda,678,Burrows,Kohler LLC,57.41,180
5258,HabitacionVivienda,262,Eastlawn,Schiller, Harvey and Kautzer,326.0,1
5259,HabitacionHotel,302,Elka,Konopelski, Schulist and Cormier,968.7,30
5260,HabitacionVivienda,404,Shopko,Hartmann Group,79.61,180
5261,HabitacionUniversitaria,938,Pawling,Bailey Inc,643.85,30
5262,HabitacionUniversitaria,44,Clyde Gallagher,Keeling, Schamberger and Harris,427.38,30
5263,HabitacionUniversitaria,696,Summer Ridge,Crooks, Krajcik and Gutmann,257.92,60
5264,HabitacionHostal,569,Kenwood,Altenwerth LLC,232.1,1
5265,HabitacionHotel,498,Pond,Kuvalis-Boyle,624.24,180
5266,Vivienda,820,Meadow Vale,Mertz, Bruen and Abbott,14.42,180
5267,HabitacionUniversitaria,290,Reindahl,Cronin, Runolfsson and Smitham,686.07,30
5268,HabitacionHostal,462,Swallow,Goyette, Prosacco and Dooley,280.24,60
5269,Vivienda,698,Oakridge,Franecki-Jacobson,33.94,60
5270,Vivienda,648,Pepper Wood,Jakubowski, Miller and Dickens,941.08,60
5271,Apartamento,388,Nobel,Emard, Effertz and Sauer,694.21,30
5272,HabitacionHotel,734,Sherman,Howell-Johnston,902.59,30
5273,Apartamento,736,Dexter,Raynor, Russel and Dietrich,135.44,60
5274,HabitacionUniversitaria,971,Harper,Bernier-Hills,565.97,1
5275,HabitacionUniversitaria,809,Sycamore,Hackett Inc,368.76,30
5276,HabitacionHostal,63,Sullivan,Kuphal LLC,465.9,180
5277,Vivienda,233,Dexter,Walker-Blanda,732.18,30
5278,HabitacionHostal,252,Huxley,Stroman and Sons,451.35,1
5279,HabitacionUniversitaria,180,Autumn Leaf,Bahringer-Kutch,84.45,30
5280,HabitacionVivienda,269,Everett,Koss-Herman,585.57,1
5281,HabitacionHostal,532,Main,Stehr-Abernathy,330.51,180
5282,HabitacionUniversitaria,544,Buena Vista,Gulgowski and Sons,517.43,180
5283,Apartamento,666,Schurz,Bauch Group,656.27,60
5284,Apartamento,724,Mendota,Moen-Ernser,865.3,60
5285,HabitacionUniversitaria,414,Manufacturers,Denesik-Stark,35.36,1
5286,Vivienda,820,Springs,Hermann-Bauch,223.87,30
5287,HabitacionVivienda,933,Union,Reinger-Wisoky,288.9,180
5288,HabitacionHotel,981,Mockingbird,Hamill, Brown and Kohler,906.99,1
5289,HabitacionUniversitaria,452,Banding,Reichert, Harris and Cartwright,336.7,30
5290,HabitacionVivienda,577,Sundown,Schaden LLC,219.47,60
5291,HabitacionUniversitaria,751,Gale,Beahan LLC,976.65,1
5292,Vivienda,314,Debra,Gottlieb Inc,979.07,1
5293,HabitacionVivienda,357,Victoria,Torp, Tremblay and Zieme,389.7,60
5294,HabitacionUniversitaria,848,Mendota,Rippin Inc,825.03,180
5295,HabitacionHotel,945,Butternut,Satterfield-Effertz,385.08,1
5296,HabitacionHostal,73,Laurel,Ullrich and Sons,113.52,30
5297,HabitacionHotel,512,3rd,Leuschke-Koelpin,531.58,60
5298,HabitacionVivienda,855,Helena,Kuphal, Kunde and Renner,632.65,30
5299,Apartamento,291,Butternut,Moore and Sons,706.2,60
5300,HabitacionVivienda,46,Manufacturers,Franecki, Predovic and Kreiger,23.21,30
5301,HabitacionHotel,710,Bartillon,Legros, Senger and Collins,28.26,1
5302,HabitacionUniversitaria,589,Arizona,Krajcik, Weissnat and Hand,442.46,180
5303,HabitacionHotel,417,Manitowish,Nolan, Ebert and Lockman,429.44,30
5304,HabitacionVivienda,963,Algoma,Sawayn, Cummerata and Runte,19.57,60
5305,Vivienda,172,Ludington,Considine-Kozey,465.9,30
5306,HabitacionUniversitaria,961,Crest Line,Fisher Inc,943.93,30
5307,HabitacionUniversitaria,536,Fieldstone,Turner, Prosacco and Ziemann,501.81,30
5308,Apartamento,433,Towne,Zboncak Group,818.18,1
5309,HabitacionHotel,492,Portage,Grant, Wolff and Friesen,272.09,180
5310,Apartamento,340,Dapin,Pacocha LLC,803.63,30
5311,Apartamento,782,Eagle Crest,Heller, Gleichner and Quigley,587.19,1
5312,HabitacionVivienda,980,Surrey,Gibson-Klein,476.3,180
5313,HabitacionUniversitaria,216,Cardinal,Heidenreich Inc,498.71,1
5314,Vivienda,252,Annamark,Towne Inc,164.23,1
5315,HabitacionHotel,768,Beilfuss,Volkman-Krajcik,288.24,60
5316,HabitacionVivienda,717,Gerald,Franecki LLC,494.5,180
5317,HabitacionHotel,420,Dapin,Cremin Inc,817.71,60
5318,HabitacionHostal,236,6th,Thompson Group,38.89,60
5319,Apartamento,606,Victoria,Crist, Jacobson and Mueller,89.05,1
5320,Vivienda,672,Norway Maple,Swaniawski-Kassulke,663.54,30
5321,Vivienda,420,Brentwood,Homenick Group,293.46,30
5322,HabitacionHostal,471,Eastwood,Fay-Ward,859.17,180
5323,HabitacionUniversitaria,767,Brown,Goyette, Kassulke and Pollich,237.79,30
5324,HabitacionHostal,878,Buena Vista,Daniel, Waters and Gibson,148.98,1
5325,HabitacionHostal,984,Anthes,Rodriguez-Schneider,511.4,180
5326,HabitacionHotel,41,High Crossing,Wilderman, Kub and Hilpert,160.22,30
5327,Apartamento,373,Esker,Lind-Mante,288.18,1
5328,HabitacionVivienda,324,Arrowood,Fritsch-O'Conner,541.2,30
5329,Apartamento,858,Sunnyside,Gusikowski-Stokes,439.89,30
5330,HabitacionUniversitaria,396,Harper,Huels-Beier,965.35,1
5331,HabitacionHotel,966,Hovde,Torphy, Blanda and Predovic,687.28,180
5332,HabitacionHostal,78,North,Kunde-Pfeffer,341.34,30
5333,HabitacionHostal,329,Del Sol,Gulgowski, Schuster and Considine,844.14,60
5334,Apartamento,728,Holmberg,Spencer-Collins,915.02,180
5335,HabitacionVivienda,745,Welch,Metz-Mante,985.78,1
5336,HabitacionHotel,1000,Merchant,Langworth, Mante and Schiller,569.74,60
5337,HabitacionHostal,434,Oneill,Towne, Champlin and Hyatt,107.25,60
5338,HabitacionHostal,359,Pleasure,Torphy, Denesik and Langosh,493.46,60
5339,Apartamento,846,Annamark,Brakus Group,214.23,30
5340,HabitacionUniversitaria,344,Mayfield,Mertz, Parisian and Kris,460.58,180
5341,Apartamento,17,Maryland,Heathcote, Wolf and Funk,890.89,60
5342,Vivienda,21,Morrow,Ledner, Witting and Tremblay,828.13,30
5343,HabitacionHostal,385,Ronald Regan,Crooks, Grady and Krajcik,56.55,180
5344,HabitacionUniversitaria,895,Esker,Emmerich-Barrows,844.32,1
5345,HabitacionUniversitaria,977,Arrowood,Gutkowski Inc,571.65,1
5346,HabitacionHostal,627,Cardinal,Hayes, Larkin and Von,306.15,60
5347,HabitacionVivienda,153,Northfield,Mante-Carroll,274.98,30
5348,HabitacionVivienda,524,Crescent Oaks,Morissette, Witting and Armstrong,388.23,30
5349,Vivienda,288,Summerview,Wisozk, Funk and Reichert,129.41,180
5350,Vivienda,871,Lerdahl,Rice and Sons,658.95,30
5351,HabitacionHotel,785,Wayridge,Lakin-Keeling,944.27,30
5352,HabitacionUniversitaria,861,Towne,Hoppe, Abshire and Bradtke,918.36,1
